split_id,offset,threshold,roc_auc,pr_auc,balanced_accuracy,f1
holdout_O012791,-0.05,0.4174203258286718,0.8957098279993249,0.8035913965171492,0.8309494019808521,0.7913004807183245
holdout_O012791,0.0,0.46742032582867177,0.8957098279993249,0.8035913965171492,0.8296945808236629,0.7900238948626045
holdout_O012791,0.05,0.5174203258286718,0.8957098279993249,0.8035913965171492,0.8279289665731155,0.7881589130621721
holdout_O013257,-0.05,0.0813985901539261,0.9780097028240471,0.9271820447366192,0.9347710407164592,0.8878212495977197
holdout_O013257,0.0,0.1313985901539261,0.9780097028240471,0.9271820447366192,0.9301690253462365,0.8886328363824484
holdout_O013257,0.05,0.18139859015392612,0.9780097028240471,0.9271820447366192,0.926071503140116,0.888166232275651
holdout_O013490,-0.05,0.3177624869848031,0.9890489939308389,0.9847435771173477,0.9399070922296677,0.93805482869091
holdout_O013490,0.0,0.36776248698480307,0.9890489939308389,0.9847435771173477,0.9411708585454184,0.939260822617061
holdout_O013490,0.05,0.41776248698480306,0.9890489939308389,0.9847435771173477,0.942185158405247,0.9402170565554283
